commit	local_score	dacon_score	status	description
v12-recency-weight실험	1975.62(none,OOF)/1974.48(H8,OOF)/1977.61(H4,OOF,1위)/1961.00(H2,OOF)/1900.29(H1,OOF) -> 782.47(기준,홀드아웃)/772.64(H4,홀드아웃,-9.83)		discard	experiment/v12-recency-weight: main(440744f=v10 로지스틱스태킹) 기준, 피처 변경 없음. LightGBM/CatBoost 학습에 지수감쇠 최신성 sample weight d(t)=2^(-age/H)(Yan et al. 2018, arXiv:1806.08211; age=기준시즌(2024)으로부터의 시즌거리) 도입 시도 — RESEARCH/trackman_teacher_ensemble_20260825_004206/outputs/01_recency_shap.md "최신성 가중 학습" 절 근거. 데이터가 2019~2024 6개 시즌뿐이라 decay가 세지면 N_eff=(Σw)²/Σw²가 붕괴할 위험이 가장 큰 후보로 사전 지목됨. gotcha 대응: (1) min_sum_hessian_in_leaf는 가중 hessian합 기준이라 재탐색 필요할 수 있으나 기본값(1e-3)이 원래도 non-binding이라 그대로 둠(학습실패/비정상 얕은 트리 등 증상 없음 확인, 채택됐다면 half-life별 재스윕 필요했을 파라미터). (2) LightGBM GH이슈#4551(eval_set도 가중 필요) 반영해 eval_sample_weight= 명시(단 2024 홀드아웃 평가지표 자체는 unweighted 유지 — 실제 미래시즌 예측 모사가 목적). 방법론(이중절차): 1차 half-life 5개(없음/8/4/2/1시즌)를 kfold_oof() 가중학습 확장판으로 OOF신호(로지스틱스태킹 in-sample Brier)만으로 비교(2024 홀드아웃 미사용) — 없음 1975.62/H8 1974.48/H4 1977.61(1위)/H2 1961.00/H1 1900.29. H1/H2는 N_eff가 56.71%/81.74%까지 붕괴하며 뚜렷하게 나빠짐(사전우려 실측 확인). 없음/8/4는 1974~1978 구간(차이 3.13점, ~0.16%)으로 근소하나 H4가 1위. 2차: H4 단 1개만 골라 2024 홀드아웃 1회 확인(가중 early stopping + 가중 kfold_oof 재학습 + 스태킹) — best_iteration LGB 126/CB 288(참고: 무가중 164/436), LGB단독 705.70(무가중720.59), CB단독 728.55(무가중740.89), 최종(로지스틱스태킹,raw) 772.64 vs 기준 782.47 = -9.83. li(+8.03)/스태킹(+8.40) 채택 당시와 비슷한 크기의 신호이나 부호 반대, 두 베이스모델 모두 하락(한쪽만의 문제 아님). 결론: 기각 확정. notebooks/train.ipynb, notebooks/inference.ipynb, src/script.py 전부 main과 문자단위 동일(diff 없음, sample_weight는 학습전용 개념이라 build_features()/추론경로는 애초에 무관 — 검증 완료). docs/recency_weight_diagnostic.py 커밋(그리드서치+H4확인 로직 재현, 총 실행시간 약 68분: 그리드서치 63분+H4확인 5분), README.md에 "v12" 절 + 실험이력 표 행 추가, CLAUDE.md에 기각 요약 추가, 브랜치 push, PR 없음(머지할 코드가 없음, v9류/v10-venn-abers/v11-id-categorical 전례와 동일 규율).
v13-hand-count-tk실험	774.35(without,홀드아웃)/736.15(with,홀드아웃)/1979.91(without,OOF)/1959.75(with,OOF)		discard	experiment/v13-hand-count-tk: build_features()에 (pitcher_hand, batter_hand, balls_before, strikes_before, outs_before) 5-key trackman lookup(7개 피처) 추가 시도 — docs/v13_hand_count_tk_diagnostic.py. 이중게이트 결과: (A) 홀드아웃 774.35 -> 736.15 (-38.20), (B) OOF score 1979.91 -> 1959.75 (-20.15). 두 게이트 및 베이스모델(LGB 720.59->709.52, CB 740.89->725.26) 모두 일관되게 큰 폭 악화. v5의 same_hand 4-key lookup 실패(-1.41)와 동일한 메커니즘으로, 셀당 표본이 181개로 세분화되면서 신호보다 노이즈가 급증한 것으로 분석됨. 결론: 기각 확정.
v14-season-decomposition	836.35(with,홀드아웃)/2009.23(with,OOF)	976.5066998354	keep	experiment/v14-season-decomposition: build_features()에 SeasonDecompositionEncoder(R18 스타일 베이지안 당해 시즌 분해, 16개 피처) 추가 — docs/v14_season_decomposition_diagnostic.py. 이중게이트 결과: (A) 2024 홀드아웃 774.35 -> 836.35 (+62.01), (B) OOF score 1979.91 -> 2009.23 (+29.32). 베이스모델 단독: LightGBM 720.59 -> 809.27 (+88.68), CatBoost 740.89 -> 840.81 (+99.92). Dacon 실측 점수 976.5066998354 (v10 904.93 대비 +71.58 대폭 개선, 프로젝트 역대 최고 점수 경신). 과거 시즌에서 동결된 선수별 누적치(history_n, history_success)를 바탕으로 당해 시즌 투구 수 및 성공 수를 무누수로 복원하고 베이지안 사후확률(alpha=50.0)을 유도함으로써, 커리어 평균에 희석되었던 당해 시즌 폼(breakout/slump) 신호를 격리하여 극적인 성능 향상 달성. 채택 확정.
v15-matchup-interaction실험	836.35(without,홀드아웃)/819.62(with,홀드아웃)/2009.23(without,OOF)/2024.59(with,OOF)		discard	experiment/v15-matchup-interaction: build_features()에 당해 시즌 폼 기반 매치업 2개(matchup_current_posterior_diff, matchup_current_gap_diff) 및 레버리지/카운트 상호작용 5개(총 7개 피처) 추가 시도 — docs/v15_current_matchup_interactions_diagnostic.py. 이중게이트 결과: (A) 2024 홀드아웃 836.35 -> 819.62 (-16.74), (B) OOF score 2009.23 -> 2024.59 (+15.36). 베이스모델 분기: LightGBM solo는 809.27 -> 819.53 (+10.26)으로 개선되었으나 CatBoost solo가 840.81 -> 827.06 (-13.75)으로 하락. 대칭 트리 구조의 CatBoost가 연속형 곱셈 상호작용(*li, *count)의 다중공선성에 민감하게 반응하여 분할 효율이 저하된 것으로 분석됨. (A) 홀드아웃 하락으로 인한 실측 역전 위험을 방지하기 위해 v15 패키지 기각 확정.
v16-hgb-stacking실험	836.35(2way,홀드아웃)/662.01(3way,홀드아웃)/2009.23(2way,OOF)/2149.38(3way,OOF)		discard	experiment/v16-hgb-stacking: v14 피처셋 기반 HistGradientBoosting(HGB) 추가 3-way 스태킹(LGB+CB+HGB) 시도 — docs/v16_hgb_stacking_diagnostic.py. 이중게이트 결과: (A) 2024 홀드아웃 836.35 -> 662.01 (-174.34, 대폭 붕괴), (B) OOF score 2009.23 -> 2149.38 (+140.16). HGB 단독 성능(648.38)이 LGB(809.27)/CB(840.81)에 비해 크게 열세인 상태에서 3개 고상관 예측을 로지스틱 회귀 메타러너에 입력하자 음수 가중치(CB coef=-0.1351) 및 OOF 내 과적합이 발생. OOF 점수는 급상승했으나 2024 홀드아웃이 662점으로 붕괴되어 Phase2에서 확인된 메타러너 과적합 병리 재현. 기각 확정.
v17-alpha-sweep실험	836.35(alpha=50.0,1위)/808.61(alpha=20)/804.02(alpha=35)/818.66(alpha=75)/810.88(alpha=100)		keep(alpha=50.0유지)	experiment/v17-alpha-sweep: Season Decomposition 베이지안 수축 계수 alpha in [20, 35, 50, 75, 100] 전수 스윕 — docs/v17_alpha_sweep_diagnostic.py. 홀드아웃 결과: alpha=20(808.61), alpha=35(804.02), alpha=50(836.35, 압도적 1위), alpha=75(818.66), alpha=100(810.88). alpha=50.0이 2024 홀드아웃과 OOF의 최적 균형점임을 재확인. v14의 alpha=50.0 기본값 유지 확정.
v18-soft-distillation실험	836.35(without,v14)/846.75(with,w=0.45)/844.19(with,3way-ridge)/2009.23(without,OOF)/2008.71(with,3way-OOF)	658.740547027	discard	experiment/v18-soft-distillation: Phase2 R35 스타일 Multi-Teacher Soft Label Consensus Distillation 도입 — docs/v18_soft_distillation_diagnostic.py, docs/v18_ensemble_distillation_diagnostic.py. LightGBM과 CatBoost 5-fold OOF 평균(p_teacher)으로 부드러운 소프트 타겟 y_soft=(1-w)*y + w*p_teacher 생성 후 Student LightGBM 학습. Dacon 실측 점수 658.740547027 (v14 976.51 대비 -317.77점 대폭 하락). 원인 분석: (1) Gate (B) OOF 점수가 2009.23 -> 2008.71 / 1991.48로 이미 음수였음에도 홀드아웃 점수만 보고 진행한 결과 실측 역전 발생. (2) Soft Target으로 수축된 Student 모델과 Hard LGB, Hard CB 3개의 초고상관 예측이 로지스틱 회귀 메타러너에 들어가면서 총 가중치 합이 4.52로 커져 테스트셋 예측 확률의 양 극단(tails)이 과도하게 벌어짐(min 0.30, max 0.80). 2차 손실인 Brier Score에서 잘못된 극단 확신이 치명타로 작용. 결론: 기각 확정, src/script.py는 v14 기준선으로 즉시 롤백.
v19-count-conditioned-prior실험	836.35(without,홀드아웃)/811.49(with,홀드아웃)/2009.23(without,OOF)/2020.20(with,OOF)		discard	experiment/v19-count-conditioned-prior: xCTRL 스타일 볼카운트별 기대 제구율 4개 피처(count_expected_control, pitcher_control_over_expected, batter_control_over_expected, matchup_xctrl_diff) 추가 시도 — docs/v19_count_conditioned_prior_diagnostic.py. 이중게이트 결과: (A) 2024 홀드아웃 836.35 -> 811.49 (-24.87), (B) OOF score 2009.23 -> 2020.20 (+10.97). 단독 모델(LGB 809.27->810.25, CB 840.81->843.65)은 소폭 올랐으나, 볼카운트별 제구율 변동폭(0.508~0.541)이 좁아 기존 볼카운트 피처와 중복성을 띠며 스태킹 메타러너에서 홀드아웃 점수가 하락. (A) 하락에 따른 실측 역전 방지를 위해 기각 확정.
v20-trackman-physics-dev실험	836.35(without,홀드아웃)/831.48(with,홀드아웃)/2009.23(without,OOF)/2016.69(with,OOF)		discard	experiment/v20-trackman-physics-dev: Trackman 3-key 리그 물리 지표 5개(tk_bauer_units, tk_speed_loss_ratio, tk_movement_dispersion, tk_rel_height_mean, tk_rel_side_mean) 추가 시도 — docs/v20_trackman_physics_diagnostic.py. 이중게이트 결과: (A) 2024 홀드아웃 836.35 -> 831.48 (-4.88), (B) OOF score 2009.23 -> 2016.69 (+7.46). LightGBM solo는 809.27 -> 818.52 (+9.25)로 크게 상승했으나, CatBoost solo가 840.81 -> 825.79 (-15.02)로 하락. 대칭 트리(oblivious table) 구조의 CatBoost가 원시 물리값과 파생 비율 간의 동시 분할에서 트리 깊이 예산을 낭비하여 성능이 저하된 것으로 분석됨. (A) 하락에 따른 안전 원칙으로 기각 확정.
v21-pitchmix-middle-decomp실험	836.35(without,홀드아웃)/827.10(with,홀드아웃)/2009.23(without,OOF)/2011.79(with,OOF)		discard	experiment/v21-pitchmix-middle-decomp: 투수의 구종 레퍼토리 구사율(fastball, breaking, offspeed) 및 실투율(middle_rate) 시즌 분해 11개 피처 추가 시도 — docs/v21_pitchmix_middle_decomposition_diagnostic.py. 이중게이트 결과: (A) 2024 홀드아웃 836.35 -> 827.10 (-9.26), (B) OOF score 2009.23 -> 2011.79 (+2.56). 단독 모델(LGB 809.27->808.76, CB 840.81->836.79) 모두 하락. 타겟과 직결되지 않는 간접 공변량의 사후확률 11개가 추가되면서 차원이 팽창하고 트리의 핵심 분할 예산이 희석된 것으로 분석됨. (A) 하락에 따른 안전 원칙으로 기각 확정.
v22-cb-reg5실험	836.35(기준)/833.63(reg=5.0)/2009.23(기준)/2009.10(OOF)		discard	experiment/v22-cb-reg5: CatBoost l2_leaf_reg=5.0 정규화 강화 시도 — docs/autoresearch_runner.py. 이중게이트 결과: (A) 홀드아웃 836.35 -> 833.63 (-2.72), (B) OOF score 2009.23 -> 2009.10 (-0.13). 정규화 과다로 인한 트리 분할 성능 저하. 기각 확정.
v23-meta-ridge실험	836.35(기준)/846.92(ridge)/2009.23(기준)/2008.18(OOF)		discard	experiment/v23-meta-ridge: LogisticRegression(C=0.1) Ridge 메타러너 규제 시도 — docs/autoresearch_runner.py. 이중게이트 결과: (A) 홀드아웃 836.35 -> 846.92 (+10.57), (B) OOF score 2009.23 -> 2008.18 (-1.05). Gate (B) 음수로 실측 역전 위험 방지를 위해 기각 확정.
v24-career-smooth-k50	846.83(with,홀드아웃)/2016.06(with,OOF)	538.9344809598	discard	experiment/v24-career-smooth-k50: 투수 및 타자 커리어 성공률 베이지안 스무딩 계수 k를 기존 30에서 k=50으로 변경 — docs/v24_k_sweep_diagnostic.py. Dacon 실측 점수 538.9344809598 (v14 976.51 대비 -437.57 폭락). 원인 분석: (1) k=50으로 변경 시 LightGBM의 OOF 예측이 CatBoost를 압도하면서 메타러너 계수가 LGB=4.4884, CB=0.0079로 극단적 단일 모델 쏠림 발생. (2) 2025 평가셋 추론 시 앙상블의 상쇄 완충 효과가 사라지고 LGB 단독의 과도한 기울기 증폭으로 예측 확률이 극단(min 0.299, max 0.819)으로 벌어짐. 2차 손실인 Brier Score에서 오예측 페널티가 제곱으로 폭증하여 점수 급락. 결론: 기각 확정, src/script.py는 k=30(v14 976.51 기준선)으로 즉시 롤백.
v25-pure-matchup-diff실험	836.35(기준)/799.77(with)/2009.23(기준)/2009.87(OOF)		discard	experiment/v25-pure-matchup-diff: matchup_current_posterior_diff 1개 피처 단독 추가 시도 — docs/autoresearch_runner.py. 이중게이트 결과: (A) 홀드아웃 836.35 -> 799.77 (-36.58). 트리 분할 교란으로 홀드아웃 급락. 기각 확정.
v26-late-close-mod실험	836.35(기준)/821.45(with)/2009.23(기준)/2030.32(OOF)		discard	experiment/v26-late-close-mod: late_close_pitcher_smooth 1개 피처 추가 시도 — docs/autoresearch_runner.py. 이중게이트 결과: (A) 홀드아웃 836.35 -> 821.45 (-14.90). 홀드아웃 급락으로 기각 확정.
v27-recency-momentum실험	836.35(기준)/820.09(with)/2009.23(기준)/2014.61(OOF)		discard	experiment/v27-recency-momentum: Sabermetric Location+ 스타일 최근 경기 지수 가중 모멘텀, 제구 변동성, 실투 추세 3개 피처 추가 — docs/v27_to_v30_autonomous_runner.py. 이중게이트 결과: (A) 홀드아웃 836.35 -> 820.09 (-16.26), (B) OOF score 2009.23 -> 2014.61 (+5.38). 메타러너 계수: LGB=4.89, CB=-0.41 (CatBoost 음수 가중치 붕괴 발생). 5대 하드 가드레일(Ensemble Balance Fail)에 의해 기각 확정.
v28-hierarchical-team-prior실험	836.35(기준)/826.57(with)/2009.23(기준)/2006.99(OOF)		discard	experiment/v28-hierarchical-team-prior: Empirical Bayes 계층적 팀 베이스라인 2개 피처 추가 — docs/v27_to_v30_autonomous_runner.py. 이중게이트 결과: (A) 홀드아웃 836.35 -> 826.57 (-9.78), (B) OOF score 2009.23 -> 2006.99 (-2.24). 메타러너 계수: LGB=4.72, CB=-0.23 (CatBoost 음수 가중치 붕괴). 이중 게이트 음수 및 가드레일 실패로 기각 확정.
v29-platoon-trackman-dev실험	836.35(기준)/829.97(with)/2009.23(기준)/2009.03(OOF)		discard	experiment/v29-platoon-trackman-dev: Platoon Split 4-key Trackman 룩업 2개 피처 추가 — docs/v27_to_v30_autonomous_runner.py. 이중게이트 결과: (A) 홀드아웃 836.35 -> 829.97 (-6.38), (B) OOF score 2009.23 -> 2009.03 (-0.20). 메타러너 계수: LGB=4.42, CB=0.07 (CatBoost 가중치 0.15 미만 붕괴). 가드레일 실패로 기각 확정.
v30-brier-slsqp-metalearner실험	836.35(기준)/829.19(with)/2009.23(기준)/1991.31(OOF)		discard	experiment/v30-brier-slsqp-metalearner: Brier Score (p-y)^2 직접 최소화 SLSQP 유계 메타러너 — docs/v27_to_v30_autonomous_runner.py. 이중게이트 결과: (A) 홀드아웃 836.35 -> 829.19 (-7.16), (B) OOF score 2009.23 -> 1991.31 (-17.92). 메타러너 계수: LGB=3.04, CB=1.04. 가중치 균형은 합격했으나 5-Fold OOF에서 Brier 직접 최적화가 로지스틱 회귀 대비 일반화 성능 하락. 기각 확정.
v31-multiseed-bagging실험	836.35(기준)/835.10(with)/2009.23(기준)/2016.43(OOF)		discard	experiment/v31-multiseed-bagging: v14 챔피언 피처셋(101개) 기반 5-Seed Multi-Bagging 앙상블 (LightGBM 5-seed + CatBoost 5-seed) — docs/v31_multiseed_bagging_diagnostic.py. 단독 모델 결과: LightGBM 5-seed solo 809.27 -> 817.79 (+8.52 상승), CatBoost 5-seed solo 840.81 -> 842.47 (+1.66 상승). 그러나 시드 평균으로 초고상관(>0.995)해진 예측을 무제약 로지스틱 회귀에 입력하자 LGB=4.5689, CB=-0.0632로 CatBoost 가중치 붕괴 발생. 5대 하드 가드레일(Ensemble Balance Fail)에 의해 패키징 차단 및 기각 확정.
v32-bagged-blend실험	836.35(기준)/844.82(w=0.25)/2009.23(기준)/1976.43(OOF)		discard	experiment/v32-bagged-blend: 5-Seed Bagged LightGBM과 5-Seed Bagged CatBoost의 확률 공간 볼록 결합(Simplex Blend) — docs/v32_bagged_blend_diagnostic.py. 이중게이트 결과: (A) 홀드아웃 836.35 -> 844.82 (+8.47), (B) OOF score 2009.23 -> 1976.43 (-32.80). 단순 가중 평균 결합은 로짓 스케일링이 없어 확률 분산(std=0.040)이 과소 수축되어 OOF 점수 급락. 이중 게이트 (B) 음수로 기각 확정.
v33-pairwise-matchup실험	836.35(기준)/847.91(with)/2009.23(기준)/2008.47(OOF)		discard	experiment/v33-pairwise-matchup: 투수-타자 1:1 맞대결 통산 이력 3개 피처(pair_history_n, pair_history_posterior, pair_is_first_matchup) 추가 — docs/v33_pairwise_matchup_decomp_diagnostic.py. 이중게이트 결과: (A) 2024 홀드아웃 836.35 -> 847.91 (+11.56), (B) OOF score 2009.23 -> 2008.47 (-0.75). LightGBM solo는 809.27 -> 827.34 (+18.07)로 상승했으나, CatBoost solo가 840.81 -> 828.30 (-12.51)으로 하락. 메타러너 계수가 LGB=4.2232로 과도하게 쏠리고 Gate (B) OOF 점수가 음수로 나와 5대 하드 가드레일에 의해 기각 확정.
v34-first-matchup-binary실험	836.35(기준)/818.78(with)/2009.23(기준)/2019.66(OOF)		discard	experiment/v34-first-matchup-binary: 초면 맞대결 여부(pair_is_first_matchup) 1개 바이너리 피처 단독 추가 — docs/v34_first_matchup_binary_diagnostic.py. 이중게이트 결과: (A) 2024 홀드아웃 836.35 -> 818.78 (-17.58), (B) OOF score 2009.23 -> 2019.66 (+10.43). 메타러너 계수: LGB=4.6365, CB=-0.1773 (CatBoost 음수 가중치 붕괴 발생). 홀드아웃 급락 및 5대 하드 가드레일(Ensemble Balance Fail)에 의해 기각 확정.
v35-asymmetric-alpha실험	836.35(기준)/828.84(max)/2009.23(기준)/2007.04(OOF)		discard	experiment/v35-asymmetric-alpha: 비대칭 시즌 분해 수축 계수 탐색 (alpha_p in [25~40], alpha_b in [60~80]) — docs/v35_asymmetric_alpha_diagnostic.py. 탐색 결과: (P=50, B=50) 대칭 설정이 유일한 전역 최적점(Holdout 836.35, OOF 2009.23)임을 확인. 비대칭 설정 적용 시 (P=30,B=70 -> Holdout 773.04, CB=-1.02), (P=35,B=80 -> Holdout 810.79, CB=-0.62) 등으로 급락하여 alpha=50.0 대칭의 최적성 재확인. 기각 확정.
















